1,0.3184
1,0.2926
1,0.3099
1,0.3158
1,0.3273
1,0.3187
1,0.3021
1,0.3163
1,0.3539
2,0.3382
2,0.3633
2,0.3237
2,0.3614
2,0.3156
2,0.3744
2,0.3186
2,0.3115
2,0.3195
3,0.349
3,0.3157
3,0.3102
3,0.3328
3,0.3572
3,0.29
3,0.3088
3,0.3137
3,0.3312
4,0.3348
4,0.3591
4,0.3089
4,0.3376
4,0.3075
4,0.3042
4,0.3021
4,0.3285
4,0.335
5,0.3979
5,0.3338
5,0.3297
5,0.3399
5,0.3548
5,0.4249
5,0.3319
5,0.3512
5,0.3316
6,0.362
6,0.2913
6,0.2942
6,0.3535
6,0.3227
6,0.3068
6,0.3624
6,0.3587
6,0.2943
7,0.3247
7,0.3908
7,0.3643
7,0.321
7,0.367
7,0.3704
7,0.3401
7,0.3058
7,0.3224
8,0.3149
8,0.3558
8,0.3207
8,0.3155
8,0.3079
8,0.2907
8,0.2834
8,0.2896
8,0.3052
9,0.2949
9,0.3114
9,0.3121
9,0.3268
9,0.3618
9,0.295
9,0.3329
9,0.2879
9,0.3355
10,0.3287
10,0.3535
10,0.3843
10,0.3805
10,0.3612
10,0.3906
10,0.3977
10,0.3295
10,0.3506
11,0.3399
11,0.2789
11,0.3318
11,0.2901
11,0.2807
11,0.2851
11,0.3045
11,0.2859
11,0.2755
12,0.2911
12,0.3003
12,0.353
12,0.3291
12,0.313
12,0.3252
12,0.3429
12,0.3237
12,0.3533
13,0.3696
13,0.3018
13,0.3333
13,0.3198
13,0.3339
13,0.3124
13,0.3424
13,0.3728
13,0.3836
14,0.3346
14,0.315
14,0.2888
14,0.2681
14,0.2925
14,0.311
14,0.3082
14,0.3062
14,0.3149
15,0.3485
15,0.282
15,0.2978
15,0.3406
15,0.3329
15,0.3038
15,0.33
15,0.2904
15,0.3044
16,0.3087
16,0.3063
16,0.2953
16,0.3068
16,0.2934
16,0.3195
16,0.3132
16,0.3065
16,0.2692
17,0.3151
17,0.3488
17,0.3232
17,0.3969
17,0.29
17,0.3312
17,0.3414
17,0.3174
17,0.3462
18,0.3605
18,0.3884
18,0.3439
18,0.3086
18,0.3207
18,0.4101
18,0.3607
18,0.3689
18,0.3528
19,0.3107
19,0.304
19,0.3025
19,0.2904
19,0.3244
19,0.2939
19,0.3245
19,0.3171
19,0.3323
20,0.3207
20,0.3238
20,0.3533
20,0.384
20,0.3704
20,0.3305
20,0.2957
20,0.3304
20,0.3235
21,0.2831
21,0.288
21,0.2738
21,0.2931
21,0.3423
21,0.4203
21,0.3148
21,0.3018
21,0.3296
22,0.3071
22,0.3496
22,0.3232
22,0.3395
22,0.3887
22,0.3908
22,0.3355
22,0.3008
22,0.3479
23,0.3266
23,0.3491
23,0.3131
23,0.3523
23,0.3614
23,0.4014
23,0.3317
23,0.3703
23,0.362
24,0.3433
24,0.278
24,0.3078
24,0.3685
24,0.3196
24,0.3178
24,0.3623
24,0.3381
24,0.3843
25,0.3936
25,0.3271
25,0.3557
25,0.3097
25,0.3326
25,0.3016
25,0.4007
25,0.3505
25,0.3474
26,0.4154
26,0.3589
26,0.3463
26,0.3862
26,0.4072
26,0.3627
26,0.4252
26,0.3521
26,0.3692
27,0.3855
27,0.3826
27,0.3492
27,0.3873
27,0.3938
27,0.3526
27,0.3663
27,0.3262
27,0.3202
28,0.3892
28,0.4112
28,0.3409
28,0.371
28,0.3917
28,0.3867
28,0.3554
28,0.486
28,0.3964
29,0.3509
29,0.3479
29,0.3796
29,0.3823
29,0.3626
29,0.356
29,0.3075
29,0.3657
29,0.3753
30,0.347
30,0.3656
30,0.3224
30,0.3777
30,0.3378
30,0.3438
30,0.3808
30,0.3422
30,0.3924
31,0.33
31,0.3683
31,0.37
31,0.353
31,0.3915
31,0.3756
31,0.3486
31,0.3762
31,0.4316
32,0.3592
32,0.4076
32,0.3568
32,0.4032
32,0.3383
32,0.3442
32,0.417
32,0.3654
32,0.4065
33,0.4038
33,0.4715
33,0.4525
33,0.4026
33,0.4011
33,0.3897
33,0.4629
33,0.4397
